name;province
Rạp chiếu phim 19-4;Lâm Đồng
Rạp chiếu phim Lotte;Lâm Đồng
Bến du thuyền - DHC Marina;TP. Đà Nẵng
Công viên suối khoáng nóng núi Thần tài;TP. Đà Nẵng
Trung tâm giải trí Helio - Helio Center;TP. Đà Nẵng
Bảo tàng Hà Tĩnh;Hà Tĩnh
Công viên nước Vinpearl Water Park Hà Tĩnh;Hà Tĩnh
Khu du lịch Đồng Nôi;Hà Tĩnh
Công Viên Giọt Nước;Quảng Ngãi
Vườn Hoa Long Loi;Quảng Ngãi
Vườn hoa Măng Đen;Quảng Ngãi
C Bowling Đà Lạt;Lâm Đồng
Quảng trường Lâm Viên;Lâm Đồng
Rạp phim CineStar Đà Lạt;Lâm Đồng
Công viên Trung tâm Thành phố Vinh;Nghệ An
Quảng trường Hồ Chí Minh;Nghệ An
Rạp chiếu phim 12-9;Nghệ An
Chợ đêm Ninh Thuận;Khánh Hoà
Công viên biển Bình Sơn;Khánh Hoà
Tháp Chàm Farm;Khánh Hoà
Hội đua ngựa Gò Thì Thùng;Đắk Lắk
Quảng trường 1 tháng 4;Đắk Lắk
Quảng trường Nghinh Phong;Đắk Lắk
Chợ đêm Đồng Hới;Quảng Trị
Phố đi bộ Đồng Hới;Quảng Trị
Quảng trường biển Bảo Ninh;Quảng Trị
Chợ đêm Nguyễn Hoàng Hội An;TP. Đà Nẵng
Công viên Ấn tượng Hội An;TP. Đà Nẵng
Lotte Cinema Hội An;TP. Đà Nẵng
Công viên Ba Tơ;Quảng Ngãi
Làng bích họa Bình An;Quảng Ngãi
Rạp chiếu phim Galaxy Thuận Thiên;Quảng Ngãi
Bảo tàng Cổ vật Cung đình Huế;TP. Huế
Phố đi bộ Nguyễn Đình Chiểu;TP. Huế
Trung tâm giải trí Starlight Huế;TP. Huế
Trung tâm thương mại Vincom Plaza Hạ  Long;Quảng Ninh
Trung tâm thương mại Vincom Plaza Cẩm  Phả;Quảng Ninh
Khu du lịch sinh thái Phú Hữu;TP. Cần Thơ
Khu Văn hóa Hồ Sen;TP. Cần Thơ
Quảng trường Hòa Bình;TP. Cần Thơ
Khu di tích lịch sử Giồng Bớm;Cà Mau
Chợ đêm Hà Tiên;An Giang
Phòng trưng bày nghệ thuật Phu Quoc Gallery of Contemporary Art (GoCA);An Giang
Di tích Lịch sử - Văn hóa cấp Quốc gia Đền thờ Chủ tịch Hồ Chí Minh;Cà Mau
Bảo tàng Cội Nguồn;An Giang
RITA Cafe;Cà Mau
Siêu quần thể nghỉ dưỡng, vui chơi, giải trí Phú Quốc United Center;An Giang
268 Club;Đồng Tháp
Công viên Sun World Hòn Thơm;An Giang
Bao Minh Coffee;Đồng Tháp
CGV GO! Mỹ Tho;Đồng Tháp
Đại Việt Bookstore & Coffee;Đồng Tháp
Công viên khu lấn biển Rạch Giá;An Giang
Cafe villa 42;Cà Mau
Davinci Coffee & Food;Đồng Tháp
Karaoke King;Đồng Tháp
Rạp chiếu phim Cinestar Mỹ Tho;Đồng Tháp
The Coffee House;Đồng Tháp
Công viên An Hòa Rạch Giá;An Giang
Air 360 Sky Lounge;TP. Hồ Chí Minh
BHD Cinema;TP. Hồ Chí Minh
Crystal•K Karaoke;TP. Hồ Chí Minh
Công viên San hô Seaworld Namaste;An Giang
Du Miên Garden Cafe;TP. Hồ Chí Minh
LEO Coffee House;Cà Mau
Chuồn chuồn Bistro & Skybar;An Giang
Galaxy Cinema;TP. Hồ Chí Minh
INK 360 Bar;An Giang
Di tích lịch sử văn hóa Chùa Xiêm Cán;Cà Mau
Karaoke ICOOL;TP. Hồ Chí Minh
Sailing Club Phú Quốc;An Giang
Karaoke NNICE;TP. Hồ Chí Minh
Sunset Sanato Club;An Giang
Kingdom Beer Club bar Sài Gòn;TP. Hồ Chí Minh
Quảng trường Hùng Vương;Cà Mau
L’USINE;TP. Hồ Chí Minh
Công viên Cát Tường Phú Sinh;Tây Ninh
Poc Poc Beer Garden;TP. Hồ Chí Minh
Công viên nước Rio Long An;Tây Ninh
September Saigon Cafe  & Cake;TP. Hồ Chí Minh
Trường Đua Lam Sơn;TP. Hồ Chí Minh
Khu du lịch Happyland;Tây Ninh
Lâu Đài Đá Cafe;TP. Hồ Chí Minh
Vuvuzela bar Sài Gòn;TP. Hồ Chí Minh
Cánh đồng cừu;TP. Hồ Chí Minh
Bida A Duy;Vĩnh Long
Bida Duy Phong;Vĩnh Long
Cafe Kim Sơn;Vĩnh Long
Cafe Thủy Trúc;Vĩnh Long
CGV Vincom Trà Vinh;Vĩnh Long
Karaoke Lưu Luyến;Vĩnh Long
Karaoke Moon;Vĩnh Long
CGV Lam Sơn Square;TP. Hồ Chí Minh
Mỹ Quỳnh Safari;Tây Ninh
Lotte Cinema Vũng Tàu;TP. Hồ Chí Minh
Con đường rực rỡ hoa kèn hồng;TP. Cần Thơ
Câu lạc bộ âm nhạc Piano & Guitar Single End;TP. Hồ Chí Minh
The Chill Garden;TP. Hồ Chí Minh
Avengers Pub;Vĩnh Long
Khu du lịch sinh thái Bình An;TP. Cần Thơ
Brownie Coffee & Dessert;Vĩnh Long
Trung tâm  Văn hóa Triển lãm Hồ Nước Ngọt;TP. Cần Thơ
La Vie En Rose;TP. Hồ Chí Minh
CGV Vincom;Vĩnh Long
La Bonita Beach Club;TP. Hồ Chí Minh
Karaoke Oxy;Vĩnh Long
Karaoke Thảo Ngân;Vĩnh Long
Mèo Ú Kitchen;Vĩnh Long
Letto Coffee & Tea;TP. Hồ Chí Minh
Quán cà phê The 1996 Coffee & Tea;Vĩnh Long
Robusta Koi Garden;Vĩnh Long
Thóc Cafe;Vĩnh Long
Công viên nước Tropicana Park Hồ Tràm;TP. Hồ Chí Minh
Phim trường Lens studio;TP. Hồ Chí Minh
ART HOUSE COFFEE;TP. Hồ Chí Minh
Hồ Bình An;TP. Hồ Chí Minh
Vườn Midori Park Bình Dương;TP. Hồ Chí Minh
Công viên Rồng Hạ Long;Quảng Ninh
Vườn Nhà Gốm;TP. Hồ Chí Minh
Cafe lâu đài Castle Land Coffee;TP. Hồ Chí Minh
Vạn Huệ Coffee;TP. Hồ Chí Minh
The Tín Coffee & Tea;TP. Hồ Chí Minh
Chợ đêm Bạch Đằng;TP. Hồ Chí Minh
Khu du lịch Hạ Thảo;Vĩnh Long
Hồ Câu Vườn Mít;Vĩnh Long
Cafe Vườn Hồng Bến Tre;Vĩnh Long
Làng Văn Café;Vĩnh Long
Café Sweet Home;Vĩnh Long
Hemo Coffee;Vĩnh Long
Cà phê Khu Vườn Nhỏ;Vĩnh Long
The Win Coffee Cá Koi;Vĩnh Long
Khu du lịch sinh thái vườn Ba Ngói;Vĩnh Long
Anni Coffee;Cà Mau
Art Coffee Nhiệt Đới;Cà Mau
Cà phê câu cá Nguyên Ý;Cà Mau
Field Camp;Cà Mau
Galaxy Cà Mau;Cà Mau
Huỳnh Hương Café;Cà Mau
Rạp chiếu phim Lotte Cà Mau;Cà Mau
Zero One Coffee & Bakery;Cà Mau
1985 Cafe;TP. Cần Thơ
Bảo tàng Cần Thơ;TP. Cần Thơ
Ẩm Thực Sông Thơ;TP. Cần Thơ
Aurora Coffe;TP. Cần Thơ
Bảo Tàng Quân Khu 9;TP. Cần Thơ
Bros Cafe;TP. Cần Thơ
Cà phê Sữa Đá;TP. Cần Thơ
Cafe Thuỷ Mộc;TP. Cần Thơ
CGV Sense City;TP. Cần Thơ
CGV Vincom Hùng Vương;TP. Cần Thơ
CGV Vincom Xuân Khánh;TP. Cần Thơ
Cô Ba Heritage Cafe;TP. Cần Thơ
Công Viên Bờ Kè Sông Hậu Cần Thơ;TP. Cần Thơ
Công viên Lưu Hữu Phước Cần Thơ;TP. Cần Thơ
Cà phê Dương Gia Chi Bảo;TP. Cần Thơ
Highland Garden Cafe;TP. Cần Thơ
Jump Arena;TP. Cần Thơ
Karaoke Paradise;TP. Cần Thơ
Karaoke Queen;TP. Cần Thơ
Khu vui chơi trẻ em tiNiWorld Lotte Cần Thơ;TP. Cần Thơ
Lotte Cái Răng;TP. Cần Thơ
Lotte Ninh Kiều;TP. Cần Thơ
Lotus Coffe Cần Thơ;TP. Cần Thơ
Nhà Gỗ Cafe – Wood House Coffee;TP. Cần Thơ
Phòng trà Cầm Thi;TP. Cần Thơ
Phúc Long Coffee & Tea;TP. Cần Thơ
Senorita coffee Cần Thơ;TP. Cần Thơ
The Coffee House – Hòa Bình;TP. Cần Thơ
Trung Nguyên Legend;TP. Cần Thơ
Vincom Ice Rink Cần Thơ;TP. Cần Thơ
Trầm Koi Garden Coffee;Đồng Nai
Tổ hợp giải trí 93 City;Đồng Nai
The Gold Cinema;Đồng Nai
Siêu thị Coop Mart Đồng Xoài;Đồng Nai
Rạp chiếu phim Đồng Xoài;Đồng Nai
Quán cà phê sân thượng và khách sạn Stylish;Đồng Nai
ISARA Cafe & Bistro – Phim trường;Đồng Nai
Công viên Xoài - Suối Mơ;Đồng Nai
Billiards Góc Phố;Đồng Nai
Lotte Mart Biên Hòa;Đồng Nai
CGV Biên Hòa;Đồng Nai
Beta Cineplex Biên Hòa;Đồng Nai
CGV Big C Đồng Nai;Đồng Nai
Phòng Chiếu Phim 3D Timo;Đồng Nai
Balconies Coffee;Đồng Nai
Bảo tàng Đồng Nai;Đồng Nai
Công viên nước vịnh sóng thần Sơn Tiên;Đồng Nai
Hồ Câu Cá Giải Trí Thành Ngân;Đồng Nai
Hồ Câu Giải Trí Cá Con;Đồng Nai
La-man Riverside Café;Đồng Nai
Mr.Huy Coffee Roastery;Đồng Nai
Nhà hàng hồ câu giải trí Vườn Tràm;Đồng Nai
Rạp chiếu phim khu vui chơi cineland;Đồng Nai
Thảo Nguyên Xanh Cafe;Đồng Nai
Tự Do Coffee;Đồng Nai
Sky Coffee;Đồng Nai
Phố cổ Hạ Long;Quảng Ninh
Bảo tàng tranh 3D Funny Art;Quảng Ninh
Bảo tàng Quảng Ninh;Quảng Ninh
Khu vui chơi Mộc Châu Happy Land;Sơn La
Rừng thông Bản Áng;Sơn La
YOKI Sơn La;Sơn La
Khu Vui Chơi Sơn La Kids World;Sơn La
Bản Thung Cuông;Sơn La
Pocolo Garden Coffee;Hưng Yên
Công viên nước Thái Bình Wonder Land;Hưng Yên
Khu vui chơi Kubo – GO;Hưng Yên
Khu vui chơi nhà sách Tiến Thọ;Hưng Yên
Khu Vui Chơi Victory Kids Thái Bình;Hưng Yên
Khu vui chơi Dũng Tân Thái Nguyên;Thái Nguyên
Khu vui chơi giải trí K-City;Thái Nguyên
Khu vui chơi nhà sách Tiến Thọ Thái Nguyên;Thái Nguyên
Kubo Thái Nguyên;Thái Nguyên
Nhà hát Thành phố Hồ Chí Minh;TP. Hồ Chí Minh
Khu lịch Hồ Mây Park Vũng Tàu;TP. Hồ Chí Minh
Phòng tranh Lotus;TP. Hồ Chí Minh
Khu vui chơi Snow Town;TP. Hồ Chí Minh
Công viên VinWonders Grand;TP. Hồ Chí Minh
Trung tâm thương mại AEON MALL Huế;TP. Huế
Công viên Kim Đồng;TP. Huế
Nông trại Green Life Farm Huế;TP. Huế
Bảo tàng thiên nhiên duyên hải miền Trung;TP. Huế
Mắt Biếc Cafe;TP. Huế
Khu vui chơi Grand World Hưng Yên;Hưng Yên
Khu vui chơi Ecopark;Hưng Yên
Khu Vui Chơi Jolion Hưng Yên;Hưng Yên
Nhà hát Chèo Hưng Yên;Hưng Yên
Khu vui chơi trẻ em Kiz City;Hưng Yên
Việt Anh Cafe - Karaoke Bida;Lai Châu
Paris Night Karaoke - Karaoke, Cafe bóng đá;Lai Châu
Karaoke Luxury Lai Châu;Lai Châu
Dreamy Coffee Lai Châu;Lai Châu
Khu du lịch Cầu kính Rồng Mây;Lai Châu
Bunny Premium Kids Cafe;Lạng Sơn
City Game – Vincom Plaza Lạng Sơn;Lạng Sơn
Khu vui chơi Dream Kids Coffee;Lạng Sơn
Khu vui chơi Phú Lộc Plaza;Lạng Sơn
Trop’s Kid Premium Cafe;Lạng Sơn
Đồi Cát Nam Cương;Khánh Hoà
Bảo tàng tỉnh Tuyên Quang;Tuyên Quang
Tecco Kids World;Thái Nguyên
CGV Vincom Plaza Thái Nguyên;Thái Nguyên
Beta Cinema Thái Nguyên;Thái Nguyên
Dutra Coffee;Thái Nguyên
Bảo tàng Long An;Tây Ninh
CAO Coffee;Tây Ninh
Khu du lịch sinh thái Chavi Garden;Tây Ninh
Khu vui chơi Vân Lại Viên;Tây Ninh
Lagom Coffee;Tây Ninh
Paradise Coffee and Tea;Tây Ninh
Quảng trường Nguyễn Tất Thành;Tuyên Quang
Khu tổ hợp Bách Thảo Ngân;Tuyên Quang
Cà phê Núi Cấm;Tuyên Quang
Cà phê Mã Pí Lèng Panorama;Tuyên Quang
Mapileng Gate A Pao Cà phê;Tuyên Quang
Bảo tàng Vĩnh Long;Vĩnh Long
Coco’s coffee;Quảng Trị
Khu du lịch Vinh Sang;Vĩnh Long
Khu du lịch sinh thái Trường Huy;Vĩnh Long
Hava Valley - Thung lũng ngọc bích;Quảng Trị
Khu Du lịch sinh thái Cồn Phụng;Vĩnh Long
HeyDay Coffee & Breakfast;Quảng Trị
Khu Du lịch sinh thái Hoàng Hảo;Vĩnh Long
Karaoke 5 Sao;Quảng Trị
Karaoke Pro;Quảng Trị
Lotte Cinema Vincom Đồng Hới;Quảng Trị
Minh Coffee;Quảng Trị
The Ayatt Coffee;Quảng Trị
Tree House Cafe & Restaurant;Quảng Trị
Sông Chày Hang Tối;Quảng Trị
Công viên Tuần Châu Hạ Long;Quảng Ninh
CAM Café;Quảng Ninh
Công viên Hoa và công viên Lán Bè;Quảng Ninh
VRC;Nghệ An
Cà Phê;Nghệ An
VinWonders Cửa Hội;Nghệ An
Quảng trường Hòa Bình;Ninh Bình
Lotte Cinema Nam Định;Ninh Bình
Hồ Vị Xuyên;Ninh Bình
Công viên Nguyễn Khuyến;Ninh Bình
Rạp chiếu phim Ninh Bình;Ninh Bình
SKY18 Coffee và Trà;Ninh Bình
Cà Phê LOGI;Ninh Bình
Cà Phê và bánh Cham Cham;Ninh Bình
Cà Phê Monolic;Ninh Bình
Công viên Văn Lang;Phú Thọ
Cà Phê Văn Lang;Phú Thọ
Trung tâm mua sắm Vincom Plaza;Phú Thọ
Đảo Ngọc Xanh;Phú Thọ
Bảo tàng Hùng Vương;Phú Thọ
Villa Coffee House;Phú Thọ
Vincom Plaza Điện Biên Phủ;Điện Biên
Khu vui chơi trẻ em Funny Kids;Điện Biên
Khu vui chơi trẻ em Kidcity Siêu thị Tâm Đỏ;Điện Biên
Khu vui chơi trẻ em siêu thị Hoa Ba;Điện Biên
