name;province
Cơ sở kẹo dừa Thanh Long 3;Vĩnh Long
Cơ sở kẹo dừa Thanh Long 2;Vĩnh Long
Cơ sở kẹo dừa Thanh Long 1;Vĩnh Long
Cơ sở mứt dừa Toàn Thắng;Vĩnh Long
Chợ đêm Bến Tre;Vĩnh Long
Siêu thị Dừa Bến Tre;Vĩnh Long
Siêu thị Lotte Mart;TP. Hồ Chí Minh
Bánh Cốm Nguyên Ninh Hàng Than;TP. Hà Nội
Chợ Đồng Xuân;TP. Hà Nội
Siêu thị Co.opMart Quy Nhơn;Gia Lai
Cửa hàng Thế giới quà tặng;Đồng Nai
Siêu thị The Gold Mart Đồng Xoài;Đồng Nai
Cửa hàng hạt điều Dihona;Đồng Nai
Siêu thị Co.opMart Đồng Xoài;Đồng Nai
Siêu thị Ann Store;Gia Lai
Chợ Khu 2;Gia Lai
Chợ Khu 6;Gia Lai
Siêu thị Konni39;Gia Lai
Chợ Đầm;Gia Lai
Trung tâm thương mại Chợ Lớn;Gia Lai
Vascara Cà Mau;Cà Mau
Siêu thị Big C Quy Nhơn;Gia Lai
Siêu thị MM Mega Market Quy Nhơn;Gia Lai
Chợ Mường Thanh;Điện Biên
Cửa hàng thời trang Ivy moda;Điện Biên
Cửa hàng thời trang Yody;Điện Biên
Chợ Xanh (chợ Trung Tâm);Cao Bằng
Chợ Sông Bằng;Cao Bằng
Trung tâm thương mại Sense city;Cà Mau
Trung tâm Thương mại Vincom Plaza Cà Mau;Cà Mau
Cửa hàng đặc sản Cao Bằng Green;Cao Bằng
Cửa hàng thời trang Adam store Cao Bằng;Cao Bằng
Chợ nổi Cà Mau;Cà Mau
Cửa hàng thời trang Juno;Cà Mau
Cơ sở lụa Phúc Hưng;TP. Hà Nội
Cửa hàng đặc sản Tây Bắc Thái Hưng;Điện Biên
Siêu thị Hoa Ba;Điện Biên
Siêu thị Big C Tân Hiệp;Đồng Nai
Siêu thị Lotte Mart Biên Hòa;Đồng Nai
Trung tâm thương mại Pegasus;Đồng Nai
Trung tâm thương mại Viva Square;Đồng Nai
Trung tâm thương mại Vincom Biên Hòa;Đồng Nai
Siêu thị Co-opMart Biên Hoà;Đồng Nai
Siêu thị Big C Đồng Nai;Đồng Nai
Chợ đêm Biên Hùng;Đồng Nai
Chợ Biên Hòa;Đồng Nai
Trung tâm thương mại Vincom Phủ Lý;Ninh Bình
Trung tâm thương mại Micom Plaza;Ninh Bình
Siêu thị Lan Chi Đồng Văn;Ninh Bình
Siêu Thị Xanh;Ninh Bình
Siêu thị K-Market;Ninh Bình
Chợ Hoàng Su Phì;Tuyên Quang
Chợ Tình Khâu Vai;Tuyên Quang
Trung tâm thương mại HT;Tuyên Quang
Chợ trung tâm thị trấn Mèo Vạc;Tuyên Quang
Chợ phiên Phố Cáo;Tuyên Quang
Chợ Quản Bạ;Tuyên Quang
Chợ Minh Khai;Tuyên Quang
Chợ phiên Đồng Văn;Tuyên Quang
Chợ Cốc Pài;Tuyên Quang
Chợ Bắc Quang Hà Giang;Tuyên Quang
Trung tâm thương mại Pearl Plaza;TP. Hồ Chí Minh
Trung tâm thương mại Lotte Mart Nam Sài Gòn;TP. Hồ Chí Minh
Trung tâm thương mại Lotte Mart Phú Thọ;TP. Hồ Chí Minh
Trung tâm thương mại Lotte Mart Gò Vấp;TP. Hồ Chí Minh
Bánh đậu xanh Minh Ngọc;TP. Hải Phòng
Cửa hàng Bánh Đậu Xanh Nguyên Hương;TP. Hải Phòng
Làng Thêu Ren Thanh Hà;Ninh Bình
Làng nghề mây tre đan Ngọc Động;Ninh Bình
Làng Nghề Dệt Lụa Tơ Tằm Nha Xá;Ninh Bình
Chợ Bầu;Ninh Bình
Cá Kho Làng Vũ Đại;Ninh Bình
Trung tâm thương mại Vincom+ Hải Dương;TP. Hải Phòng
Điểm dừng chân Minh Anh 77;TP. Hải Phòng
Siêu thị Co.opMart Vị Thanh;TP. Cần Thơ
Chợ Ngã Bảy (chợ nổi Phụng Hiệp);TP. Cần Thơ
Siêu thị Co.opmart Ngã Bảy;TP. Cần Thơ
Trung tâm thương mại Vincom Hậu Giang;TP. Cần Thơ
Cửa hàng Sách – Thiết bị trường học Hà Tĩnh;Hà Tĩnh
Siêu thị Co-opMart Hà Tĩnh;Hà Tĩnh
Trung tâm đặc sản Hà Tĩnh CED CENTRAL;Hà Tĩnh
Trung tâm thương mại Vincom Hà Tĩnh;Hà Tĩnh
Trang trại bưởi Phúc Trạch;Hà Tĩnh
Chợ thành phố Hà Tĩnh;Hà Tĩnh
Cửa hàng bánh cu đơ Ông Bà Thư Viện;Hà Tĩnh
Trung tâm thương mại Như Quỳnh Center;Hưng Yên
Siêu thị Aeon Citimart Ecopark;Hưng Yên
Trung tâm thương mại Vincom Kiên Giang;An Giang
Làng nghề hương xạ Cao Thôn;Hưng Yên
Cửa hàng Hương Sen Food;Hưng Yên
Chợ Phố Hiến;Hưng Yên
Chợ Như Quỳnh;Hưng Yên
Chợ Mễ Sở;Hưng Yên
Chợ Gạo;Hưng Yên
Chợ cuối tuần Eco Sunday Hưng Yên;Hưng Yên
Siêu Thị BRG Mart Phố Nối;Hưng Yên
Cửa hàng A Little Corner - Craft Shop;An Giang
Cửa hàng ngọc trai Long Beach Pearl;An Giang
Chợ đêm Hà Tiên;An Giang
Showroom ngọc trai Ngọc Hiền;An Giang
Chợ đêm Phú Quốc;An Giang
Siêu thị Vinatex Kon Tum;Quảng Ngãi
Chợ Dương Đông;An Giang
Chợ Hà Tiên;An Giang
Siêu thị Hương Long;Lai Châu
Cửa hàng Lai Châu Food;Lai Châu
Cửa hàng thời trang Genviet Lai Châu;Lai Châu
Chợ đêm San Thàng;Lai Châu
Cửa hàng bán sản phẩm chè sạch Tam Đường;Lai Châu
Chợ Cửa khẩu Tân Thanh;Lạng Sơn
Chợ Đông Kinh;Lạng Sơn
Siêu thị Co.opMart Hà Tiên;An Giang
Trung tâm Thương mại Rạch Giá;An Giang
Chợ Kỳ Lừa;Lạng Sơn
Trung tâm thương mại Vincom Tân An;Tây Ninh
Trung tâm thương mại Vincom Plaza Lạng Sơn;Lạng Sơn
Cửa hàng thời trang TOKYOLIFE Lạng Sơn;Lạng Sơn
Chợ Rồng;Ninh Bình
Cửa hàng Bánh gai Bà Thi;Ninh Bình
Cửa hàng Kẹo Sìu Châu Nguyên Hương;Ninh Bình
Chợ Viềng;Ninh Bình
Siêu thị Big C Nam Định;Ninh Bình
Cửa hàng thời trang CANIFA;Ninh Bình
Cửa hàng Nước mắm Lâm Bão;Ninh Bình
Chợ Rồng;Ninh Bình
Cửa hàng thời trang CANIFA;Ninh Bình
Siêu Big C Ninh Bình;Ninh Bình
Đặc sản Tam Phát - Ninh Bình;Ninh Bình
Cửa hàng San Hà Foodstore;Tây Ninh
Chợ đêm Tân An;Tây Ninh
Siêu thị Co.opMart Tân An;Tây Ninh
Trung Tâm mua sắm Chợ Sen;Nghệ An
Chợ bến cá Nghi Thủy;Nghệ An
Chợ đêm Cao Thắng;Nghệ An
Chợ hải sản Cửa lò;Nghệ An
Chợ Vinh;Nghệ An
Cửa hàng Quà tặng Thiên việt;Nghệ An
Siêu thị MMMega Market Vinh;Nghệ An
Siêu thị Intimex Nghệ An;Nghệ An
Siêu thị Big C Vinh;Nghệ An
Siêu thị Maximark;Nghệ An
Trung tâm thương mại Vincom Plaza Việt Trì;Phú Thọ
Siêu thị Phú Cường;Phú Thọ
Siêu thị Coopmart Việt Trì;Phú Thọ
Siêu thị Big C Việt Trì;Phú Thọ
Siêu thị Aloha Mall Nông Trang;Phú Thọ
Chợ Xốm;Phú Thọ
Chợ Trung Tâm Thành Phố Việt Trì;Phú Thọ
Siêu thị Thuận Thanh;Đắk Lắk
Cửa hàng Thực phẩm sạch Đông Dương;Quảng Trị
Siêu thị đặc sản 24h;Quảng Trị
Siêu thị đặc sản Miền Trung – Xứ Quảng;Quảng Trị
Siêu Thị Co.opmart Quảng Bình;Quảng Trị
Siêu Thị Mini V'mart Phú Yên;Đắk Lắk
Cửa hàng đặc sản NAH Store;Đắk Lắk
Cửa hàng đặc sản Phú Yên Tư Dương;Đắk Lắk
Cửa hàng Chư Yang Sin - Quà Tây Nguyên;Đắk Lắk
Chợ đêm Tuy Hòa;Đắk Lắk
Làng nghề sản xuất tương truyền thống Dục Mỹ;Phú Thọ
Điểm trưng bày, giới thiệu và bán sản phẩm OCOP Phú Thọ;Phú Thọ
Cơ sở sản xuất thịt chua Điệp Đào;Phú Thọ
Cơ sở sản xuất Đèn trang trí Ngọc Hòa;TP. Đà Nẵng
Tiệm may B’lan Silk;TP. Đà Nẵng
Xưởng mỹ nghệ Hội An;TP. Đà Nẵng
Chợ đêm Hội An;TP. Đà Nẵng
Chợ Hội An;TP. Đà Nẵng
Reaching Out Arts & Crafts Shop;TP. Đà Nẵng
Cửa hàng Âu Lạc Wood Art;TP. Đà Nẵng
March Gallery;TP. Đà Nẵng
Chợ Đồng Hới;Quảng Trị
Siêu thị Hiếu Hằng;Quảng Trị
Cửa hàng lụa Á Đông;TP. Đà Nẵng
Trung tâm thương mại Tuấn Việt;Quảng Trị
Trung tâm thương mại Vincom Đồng Hới;Quảng Trị
Đặc Sản Và Quà Lưu Niệm Quảng Bình RoseCity;Quảng Trị
Siêu thị Big C Go Quảng Ngãi;Quảng Ngãi
Trung tâm thương mại Vincom Quảng Ngãi;Quảng Ngãi
Đặc sản Lý Sơn Dori;Quảng Ngãi
Cửa hàng đặc sản Foori;Quảng Ngãi
Cửa hàng đặc sản Zon's Quảng Ngãi;Quảng Ngãi
Trung tâm thương mại Ông Bố;Quảng Ngãi
Siêu thị CoopMart Quảng Ngãi;Quảng Ngãi
Khu phức hợp Zone 76 Complex;Quảng Ngãi
Siêu thị Quảng Ngãi;Quảng Ngãi
Chợ Quảng Ngãi;Quảng Ngãi
Cửa hàng thời trang CANIFA;Sơn La
Chợ Sơn La;Sơn La
Chợ Thuận Châu;Sơn La
Trung tâm thương mại Vincom Plaza Sơn La;Sơn La
Cửa hàng Mộc Châu Food;Sơn La
Trung tâm thương mại Vincom Plaza Sóc Trăng;TP. Cần Thơ
Siêu thị Co.op Mart Sóc Trăng;TP. Cần Thơ
Siêu Thị Ánh Quang Plaza;TP. Cần Thơ
Điểm dừng chân Tân Huê Viên;TP. Cần Thơ
Cửa hàng IVY moda Sóc Trăng;TP. Cần Thơ
Cửa hàng bánh kẹo Nguyên Phát;TP. Cần Thơ
Chợ Trung Tâm Thành Phố Sóc Trăng;TP. Cần Thơ
Chợ Nổi Ngã Năm;TP. Cần Thơ
Chợ đêm Hồ Nước Ngọt;TP. Cần Thơ
Chợ Bông Sen;TP. Cần Thơ
Chợ Cai Lậy;Đồng Tháp
Chợ Vàm Láng;Đồng Tháp
Siêu thị Big C mỹ tho;Đồng Tháp
Trung tâm mua sắm Gumac Tiền Giang;Đồng Tháp
Chợ nổi Cái Bè;Đồng Tháp
Siêu thị Co.op Mart Mỹ Tho;Đồng Tháp
Chợ Mỹ Tho;Đồng Tháp
Trung tâm thương mại Vincom Plaza Tuyên Quang;Tuyên Quang
Cơ sở bánh Phồng Tôm Nhà Cổ;Đồng Tháp
Siêu thị Co.opmart Gò Công;Đồng Tháp
Siêu thị Happy Cai Lậy;Đồng Tháp
Vựa trái cây Kiều Linh;Đồng Tháp
Chợ Vĩnh Kim;Đồng Tháp
Cửa hàng thời trang Nhật Anh;Tuyên Quang
Cửa hàng thời trang YODY;Tuyên Quang
Siêu thị số 5 Tuyên Quang;Tuyên Quang
Cửa hàng Đặc sản Xứ Tuyên;Tuyên Quang
Chợ Trung Tâm Huyện Chiêm Hóa;Tuyên Quang
Chợ cây đa Tuân Lộ;Tuyên Quang
Siêu thị Tuyên Quang;Tuyên Quang
Chợ Tam cờ;Tuyên Quang
Chợ Giếng Tanh;Tuyên Quang
Trung tâm thương mại Vincom Plaza Thái Nguyên;Thái Nguyên
Trung tâm thương mại Vincom Plaza Lý Bôn - Thái Bình;Hưng Yên
Trung tâm thương mại Victory Plaza;Hưng Yên
Trung tâm giới thiệu thủy hải sản Thái Bình;Hưng Yên
Siêu thị Hapro Mart Thái Bình;Hưng Yên
Làng nghề chạm bạc Đồng Xâm;Hưng Yên
Cửa hàng thời trang YODY Thái Bình;Hưng Yên
Cửa hàng thời trang Seven.AM Thái Bình;Hưng Yên
Cửa hàng thời trang Canifa Mix Thái Bình;Hưng Yên
Cơ sở Bánh Cáy Anh Tám;Hưng Yên
Chợ Bo;Hưng Yên
Trung tâm thương mại Hoàng Gia Plaza;Thái Nguyên
Siêu Thị TPS Mart;Thái Nguyên
Siêu thị Thành Đô Thái Nguyên;Thái Nguyên
Siêu thị Minh Cầu;Thái Nguyên
Siêu thị Lan Chi Mart Thái Nguyên;Thái Nguyên
Trung tâm thương mại Vincom Hùng Vương;TP. Cần Thơ
Chợ nổi Phong Điền;TP. Cần Thơ
Làng nghề bánh chưng Bờ Đậu;Thái Nguyên
Hợp tác xã Trà xanh Thái Nguyên;Thái Nguyên
Chợ Thái (Chợ Trung tâm);Thái Nguyên
Chợ nổi Cái Răng;TP. Cần Thơ
Chợ đêm Tây Đô;TP. Cần Thơ
Chợ đêm Trần Phú;TP. Cần Thơ
Chợ đêm Ninh Kiều;TP. Cần Thơ
Trung tâm thương mại Cái Khế;TP. Cần Thơ
Shop tranh thêu Cần Thơ;TP. Cần Thơ
Trung tâm Thương mại Vincom Plaza Xuân Khánh;TP. Cần Thơ
Trung tâm thương mại Big C;TP. Cần Thơ
Cửa Hàng đặc sản Cần Thơ Huỳnh Thảo;TP. Cần Thơ
Trạm Dừng chân Cầu Cần Thơ;TP. Cần Thơ
Trung tâm thương mại Parkson Vĩnh Trung Plaza;TP. Đà Nẵng
Làng đá mỹ nghệ Non Nước;TP. Đà Nẵng
Chợ Xuân Khánh;TP. Cần Thơ
Nhà sách Fahasa;TP. Cần Thơ
Cửa hàng lưu niệm Cầu Vồng;TP. Cần Thơ
Cửa hàng đồ gỗ mỹ nghệ Sơn Đông;TP. Cần Thơ
Cửa hàng áo dài Nàng Bốn;TP. Cần Thơ
Trung tâm thương mại Sense City Cần Thơ;TP. Cần Thơ
Chợ cổ Cần Thơ;TP. Cần Thơ
Khu phức hợp Parasol Cần Thơ;TP. Cần Thơ
Chợ đêm Helio;TP. Đà Nẵng
Chợ Cồn;TP. Đà Nẵng
Cốm mộc Lê Gia;TP. Hà Nội
Siêu thị Coopmart Hà Đông;TP. Hà Nội
Chợ Hàn;TP. Đà Nẵng
Cửa hàng bánh trung thu Bảo Phương;TP. Hà Nội
Cửa hàng Gia Trịnh Bakery;TP. Hà Nội
Cửa Hàng Nếp Hương;TP. Hà Nội
Cửa hàng Ô mai Hồng Lam Hàng Đường;TP. Hà Nội
Cửa hàng Ô Mai Bà Thu;TP. Hà Nội
Cửa hàng Ô Mai Tiến Thịnh;TP. Hà Nội
Trung tâm Thương mại Vincom Đà Nẵng;TP. Đà Nẵng
Trung tâm thương mại Indochina Riverside;TP. Đà Nẵng
Siêu thị Big C;TP. Đà Nẵng
Siêu thị Co.opMart Đà Nẵng;TP. Đà Nẵng
Siêu thị Lotte Mart;TP. Đà Nẵng
Cửa hàng gỗ nghệ thuật Âu Lạc;TP. Đà Nẵng
Siêu thị đặc sản miền Trung Thiên Phú;TP. Đà Nẵng
Chợ đêm Sơn Trà;TP. Đà Nẵng
Cửa hàng Ô Mai Vạn Lợi;TP. Hà Nội
Cửa hàng Trà Sen Tây Hồ Minh Cường;TP. Hà Nội
Cửa hàng Yến Khánh Hòa;TP. Hà Nội
Cửa hàng Yến sào NUTRINEST;TP. Hà Nội
Cửa hàng Trà Lộc Tân Cương;TP. Hà Nội
Cửa hàng Yến Sào Việt Nam;TP. Hà Nội
Trung tâm thương mại Savico Megamall;TP. Hà Nội
Trung tâm thương mại The Garden;TP. Hà Nội
Trung tâm thương mại Tràng Tiền Plaza;TP. Hà Nội
Vincom Mega Mall - Time City;TP. Hà Nội
Vincom Mega Mall Ocean Park;TP. Hà Nội
Trung tâm thương mại Artemis;TP. Hà Nội
Cơ sở lụa tơ tằm Triệu Văn Mão;TP. Hà Nội
Công ty TNHH Thương mại và sản xuất Đông Hương;TP. Hà Nội
Công ty TNHH Thủ công Mỹ nghệ Hoa Lư;TP. Hà Nội
Công ty Cổ phần bảo tồn và phát triển du lịch Bát Tràng;TP. Hà Nội
Trung tâm thương mại Vincom Centre Phạm Ngọc Thạch;TP. Hà Nội
Trung tâm thương mại Tháp Vincom Bà Triệu;TP. Hà Nội
Trung tâm thương mại Lotte;TP. Hà Nội
Cửa hàng ô mai Thanh Hương;TP. Hà Nội
Trung tâm thương mại Vincom Centre Metropolis;TP. Hà Nội
Cơ sở Thúy An Silk;TP. Hà Nội
Trung tâm Thương mại Vincom Centre Trần Duy Hưng;TP. Hà Nội
Trung tâm Thương mại Vincom Long Biên;TP. Hà Nội
AEON MALL Long Biên;TP. Hà Nội
Cửa hàng Phương Linh Silk;TP. Hà Nội
Cửa hàng quần áo H2T;TP. Hà Nội
Cửa hàng Ô Mai Gia Thịnh;TP. Hà Nội
Siêu thị Seikamart;TP. Hà Nội
Siêu thị MM Mega market Thăng Long;TP. Hà Nội
Siêu thị Big C Thăng Long;TP. Hà Nội
Cửa hàng H’Elegant - Things of substance;TP. Hà Nội
Trung tâm thương mại Vincom Mega Mall - Royal City;TP. Hà Nội
Siêu thị Intimex Hàng Trống;TP. Hà Nội
Aeon Mall Hà Đông;TP. Hà Nội
Cửa hàng Tân Mỹ Design;TP. Hà Nội
Cửa hàng KANA;TP. Hà Nội
Cửa hàng Craft Link;TP. Hà Nội
Trung tâm thương mại Vincom Plaza Imperia Hải Phòng;TP. Hải Phòng
Trung tâm thương mại Vincom Plaza Lê Thánh Tông Hải Phòng;TP. Hải Phòng
Cửa hàng giới thiệu Nông - Đặc sản Hải Phòng;TP. Hải Phòng
Aeon Mall Lê Chân;TP. Hải Phòng
Siêu thị MM Mega Market Hải Phòng;TP. Hải Phòng
Siêu thị Big C Hải Phòng;TP. Hải Phòng
Chợ An Dương;TP. Hải Phòng
Bánh cốm làng vòng Bà Hoản;TP. Hà Nội
Siêu thị Coopmart Xa Lộ Hà Nội;TP. Hồ Chí Minh
Trung tâm thương mại Satra Phạm Hùng;TP. Hồ Chí Minh
Siêu thị Big c Gò Vấp;TP. Hồ Chí Minh
Siêu thị Sài Gòn;TP. Hồ Chí Minh
