province,temp_avg,rainfall,latitude,longitude,date
An Giang,27.716129032258067,3.1,10.3188672,105.0432488,2016-01-01
An Giang,27.78620689655172,1.1,10.3188672,105.0432488,2016-02-01
An Giang,29.17096774193548,1.6,10.3188672,105.0432488,2016-03-01
An Giang,30.64333333333333,3.1,10.3188672,105.0432488,2016-04-01
An Giang,29.364516129032257,212.4,10.3188672,105.0432488,2016-05-01
An Giang,27.433333333333334,356.9,10.3188672,105.0432488,2016-06-01
An Giang,27.174193548387095,223.20000000000002,10.3188672,105.0432488,2016-07-01
An Giang,27.29032258064516,213.9,10.3188672,105.0432488,2016-08-01
An Giang,26.826666666666664,230.1,10.3188672,105.0432488,2016-09-01
An Giang,26.183870967741935,435.1,10.3188672,105.0432488,2016-10-01
An Giang,26.623333333333335,209.2,10.3188672,105.0432488,2016-11-01
An Giang,25.751612903225805,177.9,10.3188672,105.0432488,2016-12-01
An Giang,25.948387096774194,71.4,10.3188672,105.0432488,2017-01-01
An Giang,26.164285714285715,84.6,10.3188672,105.0432488,2017-02-01
An Giang,27.14516129032258,89.9,10.3188672,105.0432488,2017-03-01
An Giang,27.796666666666667,150.8,10.3188672,105.0432488,2017-04-01
An Giang,27.503225806451614,312.6,10.3188672,105.0432488,2017-05-01
An Giang,27.433333333333334,221.0,10.3188672,105.0432488,2017-06-01
An Giang,26.91290322580645,284.1,10.3188672,105.0432488,2017-07-01
An Giang,26.77741935483871,332.7,10.3188672,105.0432488,2017-08-01
An Giang,27.0,327.5,10.3188672,105.0432488,2017-09-01
An Giang,26.63225806451613,354.0,10.3188672,105.0432488,2017-10-01
An Giang,26.58,117.7,10.3188672,105.0432488,2017-11-01
An Giang,25.509677419354837,91.7,10.3188672,105.0432488,2017-12-01
An Giang,25.48709677419355,105.0,10.3188672,105.0432488,2018-01-01
An Giang,25.47142857142857,13.899999999999999,10.3188672,105.0432488,2018-02-01
An Giang,27.770967741935483,30.3,10.3188672,105.0432488,2018-03-01
An Giang,28.903333333333332,55.8,10.3188672,105.0432488,2018-04-01
An Giang,27.66774193548387,202.9,10.3188672,105.0432488,2018-05-01
An Giang,27.063333333333333,229.7,10.3188672,105.0432488,2018-06-01
An Giang,26.85483870967742,259.7,10.3188672,105.0432488,2018-07-01
An Giang,26.916129032258063,215.5,10.3188672,105.0432488,2018-08-01
An Giang,26.706666666666667,305.6,10.3188672,105.0432488,2018-09-01
An Giang,26.825806451612905,294.8,10.3188672,105.0432488,2018-10-01
An Giang,27.05,123.0,10.3188672,105.0432488,2018-11-01
An Giang,27.18064516129032,107.7,10.3188672,105.0432488,2018-12-01
An Giang,26.374193548387098,42.7,10.3188672,105.0432488,2019-01-01
An Giang,28.07857142857143,6.3999999999999995,10.3188672,105.0432488,2019-02-01
An Giang,28.741935483870968,34.0,10.3188672,105.0432488,2019-03-01
An Giang,29.86,74.3,10.3188672,105.0432488,2019-04-01
An Giang,28.541935483870965,175.0,10.3188672,105.0432488,2019-05-01
An Giang,27.416666666666668,258.6,10.3188672,105.0432488,2019-06-01
An Giang,27.383870967741935,194.9,10.3188672,105.0432488,2019-07-01
An Giang,26.90967741935484,307.6,10.3188672,105.0432488,2019-08-01
An Giang,26.80666666666667,304.4,10.3188672,105.0432488,2019-09-01
An Giang,26.94193548387097,239.5,10.3188672,105.0432488,2019-10-01
An Giang,26.69,162.2,10.3188672,105.0432488,2019-11-01
An Giang,26.296774193548387,7.0,10.3188672,105.0432488,2019-12-01
An Giang,26.79032258064516,37.9,10.3188672,105.0432488,2020-01-01
An Giang,27.441379310344825,23.5,10.3188672,105.0432488,2020-02-01
An Giang,29.22258064516129,9.2,10.3188672,105.0432488,2020-03-01
An Giang,28.85,128.7,10.3188672,105.0432488,2020-04-01
An Giang,29.429032258064513,158.9,10.3188672,105.0432488,2020-05-01
An Giang,27.316666666666666,307.7,10.3188672,105.0432488,2020-06-01
An Giang,27.1,323.2,10.3188672,105.0432488,2020-07-01
An Giang,27.490322580645163,240.3,10.3188672,105.0432488,2020-08-01
An Giang,27.246666666666666,347.7,10.3188672,105.0432488,2020-09-01
An Giang,26.274193548387096,455.8,10.3188672,105.0432488,2020-10-01
An Giang,26.796666666666667,245.0,10.3188672,105.0432488,2020-11-01
An Giang,26.26451612903226,82.1,10.3188672,105.0432488,2020-12-01
An Giang,25.470967741935485,20.4,10.3188672,105.0432488,2021-01-01
An Giang,25.710714285714285,33.8,10.3188672,105.0432488,2021-02-01
An Giang,28.783870967741933,20.3,10.3188672,105.0432488,2021-03-01
An Giang,28.240000000000002,175.1,10.3188672,105.0432488,2021-04-01
An Giang,28.016129032258064,175.1,10.3188672,105.0432488,2021-05-01
An Giang,27.706666666666663,142.0,10.3188672,105.0432488,2021-06-01
An Giang,27.193548387096776,335.2,10.3188672,105.0432488,2021-07-01
An Giang,27.093548387096774,368.1,10.3188672,105.0432488,2021-08-01
An Giang,26.703333333333333,359.6,10.3188672,105.0432488,2021-09-01
An Giang,26.758064516129032,338.2,10.3188672,105.0432488,2021-10-01
An Giang,26.163333333333334,366.5,10.3188672,105.0432488,2021-11-01
An Giang,25.835483870967742,50.8,10.3188672,105.0432488,2021-12-01
An Giang,26.98709677419355,14.9,10.3188672,105.0432488,2022-01-01
An Giang,27.88214285714286,42.9,10.3188672,105.0432488,2022-02-01
An Giang,28.106451612903225,137.3,10.3188672,105.0432488,2022-03-01
An Giang,27.263333333333332,220.8,10.3188672,105.0432488,2022-04-01
An Giang,27.248387096774195,342.4,10.3188672,105.0432488,2022-05-01
An Giang,27.403333333333332,216.5,10.3188672,105.0432488,2022-06-01
An Giang,26.75483870967742,377.6,10.3188672,105.0432488,2022-07-01
An Giang,26.809677419354838,295.7,10.3188672,105.0432488,2022-08-01
An Giang,26.543333333333333,354.1,10.3188672,105.0432488,2022-09-01
An Giang,26.183870967741935,409.9,10.3188672,105.0432488,2022-10-01
An Giang,26.14,263.6,10.3188672,105.0432488,2022-11-01
An Giang,26.08709677419355,43.5,10.3188672,105.0432488,2022-12-01
An Giang,25.44516129032258,70.7,10.3188672,105.0432488,2023-01-01
An Giang,27.285714285714285,27.3,10.3188672,105.0432488,2023-02-01
An Giang,28.190322580645162,9.100000000000001,10.3188672,105.0432488,2023-03-01
An Giang,29.033333333333335,94.7,10.3188672,105.0432488,2023-04-01
An Giang,28.70967741935484,178.9,10.3188672,105.0432488,2023-05-01
An Giang,27.64,262.1,10.3188672,105.0432488,2023-06-01
An Giang,27.006451612903227,389.9,10.3188672,105.0432488,2023-07-01
An Giang,27.787096774193547,207.5,10.3188672,105.0432488,2023-08-01
An Giang,26.836666666666666,435.8,10.3188672,105.0432488,2023-09-01
An Giang,26.85483870967742,408.1,10.3188672,105.0432488,2023-10-01
An Giang,26.683333333333334,191.6,10.3188672,105.0432488,2023-11-01
An Giang,27.15806451612903,41.1,10.3188672,105.0432488,2023-12-01
An Giang,27.296774193548387,9.4,10.3188672,105.0432488,2024-01-01
An Giang,28.396551724137932,5.4,10.3188672,105.0432488,2024-02-01
An Giang,29.5,11.8,10.3188672,105.0432488,2024-03-01
An Giang,30.936666666666667,6.8,10.3188672,105.0432488,2024-04-01
An Giang,29.067741935483873,251.5,10.3188672,105.0432488,2024-05-01
An Giang,27.94333333333333,297.5,10.3188672,105.0432488,2024-06-01
An Giang,26.970967741935485,269.5,10.3188672,105.0432488,2024-07-01
An Giang,27.65806451612903,251.8,10.3188672,105.0432488,2024-08-01
An Giang,27.19,337.7,10.3188672,105.0432488,2024-09-01
An Giang,26.69677419354839,513.4,10.3188672,105.0432488,2024-10-01
An Giang,27.276666666666664,169.8,10.3188672,105.0432488,2024-11-01
An Giang,26.13225806451613,120.5,10.3188672,105.0432488,2024-12-01
An Giang,24.97741935483871,28.199999999999996,10.375,105.423,2025-01-01
An Giang,26.157142857142855,38.4,10.375,105.423,2025-02-01
An Giang,28.041935483870965,12.7,10.375,105.423,2025-03-01
An Giang,28.44,109.39999999999999,10.375,105.423,2025-04-01
An Giang,27.461290322580645,359.3,10.375,105.423,2025-05-01
An Giang,27.076666666666664,267.4,10.375,105.423,2025-06-01
An Giang,27.651612903225807,218.4,10.375,105.423,2025-07-01
An Giang,27.25483870967742,287.2,10.375,105.423,2025-08-01
An Giang,26.976666666666667,313.7,10.375,105.423,2025-09-01
An Giang,27.06451612903226,395.4,10.375,105.423,2025-10-01
An Giang,26.273333333333333,208.8,10.375,105.423,2025-11-01
An Giang,26.36551724137931,111.3,10.375,105.423,2025-12-01
Báº¯c Ninh,17.04516129032258,14.700000000000001,21.186,106.055,2025-01-01
Báº¯c Ninh,17.446428571428573,50.0,21.186,106.055,2025-02-01
Báº¯c Ninh,20.406451612903226,27.4,21.186,106.055,2025-03-01
Báº¯c Ninh,24.513333333333332,129.6,21.186,106.055,2025-04-01
Báº¯c Ninh,26.861290322580647,259.0,21.186,106.055,2025-05-01
Báº¯c Ninh,28.793333333333333,470.3,21.186,106.055,2025-06-01
Báº¯c Ninh,28.80322580645161,349.7,21.186,106.055,2025-07-01
Báº¯c Ninh,28.203225806451613,379.0,21.186,106.055,2025-08-01
Báº¯c Ninh,27.683333333333334,346.6,21.186,106.055,2025-09-01
Báº¯c Ninh,25.361290322580647,260.1,21.186,106.055,2025-10-01
Báº¯c Ninh,20.396666666666665,70.8,21.186,106.055,2025-11-01
Báº¯c Ninh,20.54375,23.400000000000002,21.186,106.055,2025-12-01
Bắc Ninh,11.69032258064516,9.0,21.3282166,106.4625257,2011-01-01
Bắc Ninh,17.0,9.6,21.3282166,106.4625257,2011-02-01
Bắc Ninh,16.383870967741935,105.0,21.3282166,106.4625257,2011-03-01
Bắc Ninh,23.009999999999998,51.4,21.3282166,106.4625257,2011-04-01
Bắc Ninh,25.35483870967742,214.0,21.3282166,106.4625257,2011-05-01
Bắc Ninh,28.206666666666667,281.5,21.3282166,106.4625257,2011-06-01
Bắc Ninh,28.274193548387096,229.3,21.3282166,106.4625257,2011-07-01
Bắc Ninh,27.306451612903224,214.0,21.3282166,106.4625257,2011-08-01
Bắc Ninh,26.15,296.4,21.3282166,106.4625257,2011-09-01
Bắc Ninh,22.9741935483871,167.9,21.3282166,106.4625257,2011-10-01
Bắc Ninh,22.423333333333336,26.0,21.3282166,106.4625257,2011-11-01
Bắc Ninh,15.458064516129031,13.9,21.3282166,106.4625257,2011-12-01
Bắc Ninh,13.958064516129031,57.4,21.3282166,106.4625257,2012-01-01
Bắc Ninh,15.486206896551725,14.0,21.3282166,106.4625257,2012-02-01
Bắc Ninh,20.509677419354837,35.5,21.3282166,106.4625257,2012-03-01
Bắc Ninh,25.743333333333332,60.7,21.3282166,106.4625257,2012-04-01
Bắc Ninh,27.55483870967742,346.2,21.3282166,106.4625257,2012-05-01
Bắc Ninh,28.09333333333333,310.09999999999997,21.3282166,106.4625257,2012-06-01
Bắc Ninh,28.10967741935484,413.1,21.3282166,106.4625257,2012-07-01
Bắc Ninh,27.87741935483871,339.0,21.3282166,106.4625257,2012-08-01
Bắc Ninh,26.09,162.6,21.3282166,106.4625257,2012-09-01
Bắc Ninh,24.993548387096773,134.0,21.3282166,106.4625257,2012-10-01
Bắc Ninh,21.776666666666664,71.8,21.3282166,106.4625257,2012-11-01
Bắc Ninh,17.34516129032258,66.1,21.3282166,106.4625257,2012-12-01
Bắc Ninh,14.69032258064516,22.1,21.3282166,106.4625257,2013-01-01
Bắc Ninh,18.875,22.8,21.3282166,106.4625257,2013-02-01
Bắc Ninh,22.5258064516129,100.0,21.3282166,106.4625257,2013-03-01
Bắc Ninh,24.33,77.0,21.3282166,106.4625257,2013-04-01
Bắc Ninh,27.538709677419355,331.3,21.3282166,106.4625257,2013-05-01
Bắc Ninh,27.94333333333333,187.3,21.3282166,106.4625257,2013-06-01
Bắc Ninh,27.316129032258065,439.2,21.3282166,106.4625257,2013-07-01
Bắc Ninh,27.741935483870968,361.3,21.3282166,106.4625257,2013-08-01
Bắc Ninh,25.626666666666665,321.0,21.3282166,106.4625257,2013-09-01
Bắc Ninh,23.57741935483871,83.4,21.3282166,106.4625257,2013-10-01
Bắc Ninh,20.866666666666667,111.2,21.3282166,106.4625257,2013-11-01
Bắc Ninh,14.05483870967742,39.3,21.3282166,106.4625257,2013-12-01
Bắc Ninh,15.912903225806453,4.5,21.3282166,106.4625257,2014-01-01
Bắc Ninh,16.342857142857145,20.3,21.3282166,106.4625257,2014-02-01
Bắc Ninh,20.032258064516128,62.2,21.3282166,106.4625257,2014-03-01
Bắc Ninh,25.083333333333332,230.2,21.3282166,106.4625257,2014-04-01
Bắc Ninh,27.929032258064513,272.0,21.3282166,106.4625257,2014-05-01
Bắc Ninh,28.716666666666665,257.4,21.3282166,106.4625257,2014-06-01
Bắc Ninh,27.896774193548385,469.4,21.3282166,106.4625257,2014-07-01
Bắc Ninh,27.364516129032257,381.3,21.3282166,106.4625257,2014-08-01
Bắc Ninh,27.05666666666667,273.9,21.3282166,106.4625257,2014-09-01
Bắc Ninh,25.283870967741933,37.8,21.3282166,106.4625257,2014-10-01
Bắc Ninh,21.39333333333333,42.0,21.3282166,106.4625257,2014-11-01
Bắc Ninh,15.254838709677419,34.9,21.3282166,106.4625257,2014-12-01
Bắc Ninh,16.26451612903226,45.7,21.3282166,106.4625257,2015-01-01
Bắc Ninh,18.864285714285717,16.3,21.3282166,106.4625257,2015-02-01
Bắc Ninh,22.009677419354837,49.3,21.3282166,106.4625257,2015-03-01
Bắc Ninh,24.40666666666667,95.6,21.3282166,106.4625257,2015-04-01
Bắc Ninh,28.925806451612903,350.6,21.3282166,106.4625257,2015-05-01
Bắc Ninh,29.553333333333335,261.9,21.3282166,106.4625257,2015-06-01
Bắc Ninh,28.200000000000003,254.4,21.3282166,106.4625257,2015-07-01
Bắc Ninh,28.187096774193545,265.2,21.3282166,106.4625257,2015-08-01
Bắc Ninh,26.86,319.5,21.3282166,106.4625257,2015-09-01
Bắc Ninh,24.816129032258065,42.2,21.3282166,106.4625257,2015-10-01
Bắc Ninh,22.75,113.60000000000001,21.3282166,106.4625257,2015-11-01
Bắc Ninh,16.787096774193547,64.6,21.3282166,106.4625257,2015-12-01
Bắc Ninh,15.929032258064517,110.4,21.3282166,106.4625257,2016-01-01
Bắc Ninh,14.820689655172414,7.5,21.3282166,106.4625257,2016-02-01
Bắc Ninh,20.096774193548388,22.5,21.3282166,106.4625257,2016-03-01
Bắc Ninh,26.21333333333333,65.0,21.3282166,106.4625257,2016-04-01
Bắc Ninh,27.68064516129032,219.29999999999998,21.3282166,106.4625257,2016-05-01
Bắc Ninh,29.076666666666664,180.0,21.3282166,106.4625257,2016-06-01
Bắc Ninh,29.02258064516129,252.6,21.3282166,106.4625257,2016-07-01
Bắc Ninh,28.17096774193548,405.0,21.3282166,106.4625257,2016-08-01
Bắc Ninh,27.28666666666667,274.7,21.3282166,106.4625257,2016-09-01
Bắc Ninh,25.651612903225807,133.6,21.3282166,106.4625257,2016-10-01
Bắc Ninh,20.573333333333334,36.1,21.3282166,106.4625257,2016-11-01
Bắc Ninh,18.93548387096774,17.3,21.3282166,106.4625257,2016-12-01
Bắc Ninh,17.92258064516129,43.4,21.3282166,106.4625257,2017-01-01
Bắc Ninh,17.946428571428573,24.8,21.3282166,106.4625257,2017-02-01
Bắc Ninh,20.812903225806455,84.2,21.3282166,106.4625257,2017-03-01
Bắc Ninh,23.816666666666666,74.8,21.3282166,106.4625257,2017-04-01
Bắc Ninh,26.11935483870968,163.9,21.3282166,106.4625257,2017-05-01
Bắc Ninh,28.253333333333334,384.9,21.3282166,106.4625257,2017-06-01
Bắc Ninh,27.151612903225807,435.1,21.3282166,106.4625257,2017-07-01
Bắc Ninh,27.583870967741937,415.7,21.3282166,106.4625257,2017-08-01
Bắc Ninh,27.16,354.7,21.3282166,106.4625257,2017-09-01
Bắc Ninh,23.612903225806452,184.5,21.3282166,106.4625257,2017-10-01
Bắc Ninh,20.253333333333334,27.0,21.3282166,106.4625257,2017-11-01
Bắc Ninh,15.983870967741936,44.4,21.3282166,106.4625257,2017-12-01
Bắc Ninh,16.174193548387095,41.0,21.3282166,106.4625257,2018-01-01
Bắc Ninh,15.842857142857143,17.2,21.3282166,106.4625257,2018-02-01
Bắc Ninh,21.154838709677417,46.0,21.3282166,106.4625257,2018-03-01
Bắc Ninh,22.926666666666666,115.6,21.3282166,106.4625257,2018-04-01
Bắc Ninh,27.33225806451613,234.0,21.3282166,106.4625257,2018-05-01
Bắc Ninh,28.36,227.2,21.3282166,106.4625257,2018-06-01
Bắc Ninh,27.925806451612903,333.5,21.3282166,106.4625257,2018-07-01
Bắc Ninh,27.40967741935484,568.5,21.3282166,106.4625257,2018-08-01
Bắc Ninh,26.516666666666666,296.8,21.3282166,106.4625257,2018-09-01
Bắc Ninh,23.532258064516128,111.5,21.3282166,106.4625257,2018-10-01
Bắc Ninh,21.416666666666668,80.1,21.3282166,106.4625257,2018-11-01
Bắc Ninh,16.861290322580647,101.89999999999999,21.3282166,106.4625257,2018-12-01
Bắc Ninh,16.15483870967742,47.1,21.3282166,106.4625257,2019-01-01
Bắc Ninh,20.65357142857143,80.2,21.3282166,106.4625257,2019-02-01
Bắc Ninh,21.04516129032258,77.4,21.3282166,106.4625257,2019-03-01
Bắc Ninh,26.06,221.79999999999998,21.3282166,106.4625257,2019-04-01
Bắc Ninh,26.719354838709677,274.6,21.3282166,106.4625257,2019-05-01
Bắc Ninh,29.133333333333333,285.7,21.3282166,106.4625257,2019-06-01
Bắc Ninh,28.851612903225806,240.9,21.3282166,106.4625257,2019-07-01
Bắc Ninh,27.925806451612903,496.0,21.3282166,106.4625257,2019-08-01
Bắc Ninh,26.793333333333333,140.5,21.3282166,106.4625257,2019-09-01
Bắc Ninh,24.496774193548386,87.0,21.3282166,106.4625257,2019-10-01
Bắc Ninh,21.09333333333333,49.1,21.3282166,106.4625257,2019-11-01
Bắc Ninh,17.448387096774194,25.6,21.3282166,106.4625257,2019-12-01
Bắc Ninh,18.24516129032258,82.3,21.3282166,106.4625257,2020-01-01
Bắc Ninh,18.420689655172417,75.0,21.3282166,106.4625257,2020-02-01
Bắc Ninh,21.729032258064517,119.4,21.3282166,106.4625257,2020-03-01
Bắc Ninh,21.240000000000002,101.3,21.3282166,106.4625257,2020-04-01
Bắc Ninh,27.993548387096773,145.79999999999998,21.3282166,106.4625257,2020-05-01
Bắc Ninh,29.903333333333332,176.8,21.3282166,106.4625257,2020-06-01
Bắc Ninh,29.532258064516128,162.7,21.3282166,106.4625257,2020-07-01
Bắc Ninh,27.32903225806452,455.0,21.3282166,106.4625257,2020-08-01
Bắc Ninh,27.003333333333334,335.8,21.3282166,106.4625257,2020-09-01
Bắc Ninh,22.612903225806452,191.0,21.3282166,106.4625257,2020-10-01
Bắc Ninh,21.666666666666668,35.0,21.3282166,106.4625257,2020-11-01
Bắc Ninh,16.119354838709675,17.7,21.3282166,106.4625257,2020-12-01
Bắc Ninh,15.154838709677419,12.3,21.3282166,106.4625257,2021-01-01
Bắc Ninh,19.407142857142855,49.3,21.3282166,106.4625257,2021-02-01
Bắc Ninh,21.73225806451613,52.0,21.3282166,106.4625257,2021-03-01
Bắc Ninh,23.990000000000002,160.0,21.3282166,106.4625257,2021-04-01
Bắc Ninh,28.04516129032258,147.0,21.3282166,106.4625257,2021-05-01
Bắc Ninh,29.4,185.6,21.3282166,106.4625257,2021-06-01
Bắc Ninh,28.809677419354838,239.9,21.3282166,106.4625257,2021-07-01
Bắc Ninh,28.316129032258065,308.4,21.3282166,106.4625257,2021-08-01
Bắc Ninh,27.05,203.20000000000002,21.3282166,106.4625257,2021-09-01
Bắc Ninh,22.870967741935484,320.5,21.3282166,106.4625257,2021-10-01
Bắc Ninh,20.2,33.8,21.3282166,106.4625257,2021-11-01
Bắc Ninh,16.993548387096773,8.8,21.3282166,106.4625257,2021-12-01
Bắc Ninh,17.01290322580645,58.300000000000004,21.3282166,106.4625257,2022-01-01
Bắc Ninh,13.642857142857142,115.4,21.3282166,106.4625257,2022-02-01
Bắc Ninh,21.458064516129035,55.2,21.3282166,106.4625257,2022-03-01
Bắc Ninh,22.696666666666665,142.9,21.3282166,106.4625257,2022-04-01
Bắc Ninh,24.741935483870968,274.4,21.3282166,106.4625257,2022-05-01
Bắc Ninh,28.36,302.2,21.3282166,106.4625257,2022-06-01
Bắc Ninh,27.961290322580645,285.6,21.3282166,106.4625257,2022-07-01
Bắc Ninh,27.406451612903226,491.4,21.3282166,106.4625257,2022-08-01
Bắc Ninh,26.683333333333334,228.5,21.3282166,106.4625257,2022-09-01
Bắc Ninh,23.432258064516127,108.6,21.3282166,106.4625257,2022-10-01
Bắc Ninh,23.44,57.1,21.3282166,106.4625257,2022-11-01
Bắc Ninh,15.280645161290321,2.6,21.3282166,106.4625257,2022-12-01
Bắc Ninh,15.851612903225806,15.4,21.3282166,106.4625257,2023-01-01
Bắc Ninh,19.47142857142857,47.0,21.3282166,106.4625257,2023-02-01
Bắc Ninh,21.851612903225806,32.1,21.3282166,106.4625257,2023-03-01
Bắc Ninh,24.87,55.0,21.3282166,106.4625257,2023-04-01
Bắc Ninh,27.451612903225808,133.4,21.3282166,106.4625257,2023-05-01
Bắc Ninh,28.333333333333332,397.1,21.3282166,106.4625257,2023-06-01
Bắc Ninh,29.31935483870968,204.7,21.3282166,106.4625257,2023-07-01
Bắc Ninh,27.51290322580645,436.6,21.3282166,106.4625257,2023-08-01
Bắc Ninh,26.803333333333335,327.7,21.3282166,106.4625257,2023-09-01
Bắc Ninh,25.312903225806455,60.6,21.3282166,106.4625257,2023-10-01
Bắc Ninh,22.12,47.4,21.3282166,106.4625257,2023-11-01
Bắc Ninh,17.96451612903226,14.1,21.3282166,106.4625257,2023-12-01
Bắc Ninh,16.95483870967742,99.8,21.3282166,106.4625257,2024-01-01
Bắc Ninh,18.46551724137931,30.9,21.3282166,106.4625257,2024-02-01
Bắc Ninh,21.038709677419355,75.5,21.3282166,106.4625257,2024-03-01
Bắc Ninh,27.13,67.2,21.3282166,106.4625257,2024-04-01
Bắc Ninh,26.816129032258065,242.5,21.3282166,106.4625257,2024-05-01
Bắc Ninh,28.373333333333335,418.0,21.3282166,106.4625257,2024-06-01
Bắc Ninh,28.316129032258065,362.0,21.3282166,106.4625257,2024-07-01
Bắc Ninh,28.26774193548387,268.9,21.3282166,106.4625257,2024-08-01
Bắc Ninh,27.09333333333333,649.4,21.3282166,106.4625257,2024-09-01
Bắc Ninh,24.81935483870968,64.5,21.3282166,106.4625257,2024-10-01
Bắc Ninh,22.946666666666665,17.3,21.3282166,106.4625257,2024-11-01
Bắc Ninh,17.416129032258063,8.3,21.3282166,106.4625257,2024-12-01
Bắc Ninh,18.907692307692308,10.1,21.3282166,106.4625257,2025-12-01
Cao Báº±ng,15.151612903225805,14.4,22.665,106.257,2025-01-01
Cao Báº±ng,15.578571428571427,49.8,22.665,106.257,2025-02-01
Cao Báº±ng,20.416129032258063,59.0,22.665,106.257,2025-03-01
Cao Báº±ng,25.016666666666666,60.8,22.665,106.257,2025-04-01
Cao Báº±ng,25.796774193548387,349.6,22.665,106.257,2025-05-01
Cao Báº±ng,27.513333333333332,296.4,22.665,106.257,2025-06-01
Cao Báº±ng,28.1,234.5,22.665,106.257,2025-07-01
Cao Báº±ng,27.07741935483871,363.1,22.665,106.257,2025-08-01
Cao Báº±ng,26.706666666666667,362.4,22.665,106.257,2025-09-01
