name;province
Chợ Côn Đảo;Bà Rịa - Vũng Tàu
Chợ nổi Châu Đốc;Thành phố Châu Đốc
Cơ Sở Dệt Nhuộm Hồng Ngọc;Thị xã Tân Châu
Chợ Châu Đốc;Thành phố Châu Đốc
Cửa hàng Rau quả thực phẩm Antesco;Thành phố Long Xuyên
Trung tâm thương mại Vincom Plaza Long Xuyên;Thành phố Long Xuyên
Chợ Quán Thành;Bắc Ninh
Cửa hàng mỳ chũ Nam Oanh;Bắc Ninh
Cửa hàng tranh đá quý Phương Ngọc;Bắc Ninh
Công ty TNHH Thương mại Công nghệ Vạn Đức;Bắc Ninh
Siêu thị Co.op Mart Bạc Liêu;Bạc Liêu
Siêu thị TMart Bắc Giang;Bắc Ninh
Trung tâm thương mại TNL Plaza Bắc Giang;Bắc Ninh
Chợ đêm Bạc Liêu;Bạc Liêu
Trung tâm thương mại Vincom Plaza Trần Phú;Bạc Liêu
Cửa hàng Bánh Gia Bảo;Bạc Liêu
Hiệu sách Nhân Dân;Bắc Ninh
Chợ Bạc Liêu;Bạc Liêu
Chợ Hà Vị;Bắc Ninh
Chợ Thương;Bắc Ninh
Trung tâm thương mại The Imperial;Bà Rịa - Vũng Tàu
Cơ Sở Sản Xuất Bánh Thái Can;Bạc Liêu
Trung tâm thương mại Hapro Bắc Giang;Bắc Ninh
Siêu thị Big C Bắc Giang;Bắc Ninh
Trung tâm thương mại Golden Mall Hiệp Hòa;Bắc Ninh
Trung tâm thương mại Vincom Plaza Bắc Kạn;Bắc Kạn
Siêu thị Dabaco Lạc Vệ;Huyện Tiên Du
Chợ Ngụ;Huyện Gia Bình
Chợ Phố Mới;Huyện Quế Võ
Cửa hàng đặc sản Trung Dũng;Bắc Kạn
Chợ Nhớn;Thành phố Bắc Ninh
Chợ trung tâm Suối Hoa;Thành phố Bắc Ninh
Siêu thị Dabaco Nguyễn Cao;Thành phố Bắc Ninh
Trung tâm thương mại Dabaco Từ Sơn;Thị xã Từ Sơn
Chợ phiên vùng cao Bắc Kạn;Bắc Kạn
Chợ Đức Xuân;Bắc Kạn
Cửa hàng Quà Việt;Thành phố Bắc Ninh
Trung tâm thương mại Lan Kim;Bắc Kạn
Trung tâm Thương mại Himlam Plaza;Thành phố Bắc Ninh
Chợ Bắc Kạn;Bắc Kạn
Trung tâm thương mại Vincom Lý thái Tổ;Thành phố Bắc Ninh
Trung tâm thương mại Golden Park;Huyện Quế Võ
Trung tâm thương mại Dabaco Quế Võ;Huyện Quế Võ
Siêu thị BK Mart;Bắc Kạn
Siêu thị Dabaco Lý Thái Tổ;Thành phố Bắc Ninh
Siêu Thị Lan Chi Thuận Thành;Huyện Thuận Thành
Siêu thị MM Mega Market Binh Duong;Bình Dương
Trung tâm thương mại Big C Bình Dương;Bình Dương
Trung tâm thương mại Minh Sáng Plaza;Bình Dương
Cửa hàng hạt điều Bà Tám;Bình Dương
Siêu thị LOTTE Mart Bình Dương;Bình Dương
Siêu thị Vinatex Thuận An;Bình Dương
Chợ đêm – phố đi bộ Bạch Đằng;Bình Dương
Siêu thị Co.op Mart Bình Dương 2;Bình Dương
Trung tâm mua sắm AEON Bình Dương Canary;Bình Dương
Trung tâm thương mại Becamex;Bình Dương
Chợ Thủ Dầu Một;Bình Dương
Nhà máy sản xuất Kẹo dừa Bến Tre Đông Á;Bến Tre
Trung tâm thương mại Sense City Bến Tre;Bến Tre
Cơ sở dầu dừa Ngọc Thư - Escovietnam;Bến Tre
Cơ sở kẹo dừa Thanh Long 3;Bến Tre
Cơ sở kẹo dừa Thanh Long 2;Bến Tre
Cơ sở kẹo dừa Thanh Long 1;Bến Tre
Cơ sở mứt dừa Toàn Thắng;Bến Tre
Chợ đêm Bến Tre;Bến Tre
Siêu thị Dừa Bến Tre;Bến Tre
Siêu thị Lotte Mart;Thành phố Hồ Chí Minh
Bánh Cốm Nguyên Ninh Hàng Than;Thành phố Hà Nội
Chợ Đồng Xuân;Thành phố Hà Nội
Siêu thị Co.opMart Quy Nhơn;Gia Lai
Cửa hàng Thế giới quà tặng;Bình Phước
Siêu thị The Gold Mart Đồng Xoài;Bình Phước
Cửa hàng hạt điều Dihona;Bình Phước
Siêu thị Co.opMart Đồng Xoài;Bình Phước
Siêu thị Ann Store;Gia Lai
Chợ Khu 2;Gia Lai
Chợ Khu 6;Gia Lai
Siêu thị Konni39;Gia Lai
Chợ Đầm;Gia Lai
Trung tâm thương mại Chợ Lớn;Gia Lai
Vascara Cà Mau;Cà Mau
Siêu thị Big C Quy Nhơn;Gia Lai
Siêu thị MM Mega Market Quy Nhơn;Gia Lai
Chợ Mường Thanh;Điện Biên
Cửa hàng thời trang Ivy moda;Điện Biên
Cửa hàng thời trang Yody;Điện Biên
Chợ Xanh (chợ Trung Tâm);Cao Bằng
Chợ Sông Bằng;Cao Bằng
Trung tâm thương mại Sense city;Cà Mau
Trung tâm Thương mại Vincom Plaza Cà Mau;Cà Mau
Cửa hàng đặc sản Cao Bằng Green;Cao Bằng
Cửa hàng thời trang Adam store Cao Bằng;Cao Bằng
Chợ nổi Cà Mau;Cà Mau
Cửa hàng thời trang Juno;Cà Mau
Cơ sở lụa Phúc Hưng;Thành phố Hà Nội
Cửa hàng đặc sản Tây Bắc Thái Hưng;Điện Biên
Siêu thị Hoa Ba;Điện Biên
Siêu thị Big C Tân Hiệp;Đồng Nai
Trung tâm thương mại Vincom+ Sa Đéc;Thành phố Sa Đéc
Siêu thị Lotte Mart Biên Hòa;Đồng Nai
Trung tâm thương mại Pegasus;Đồng Nai
Cửa hàng đặc sản Đất Sen Hồng 2;Thành phố Cao Lãnh
Trung tâm thương mại Viva Square;Đồng Nai
Trung tâm thương mại Vincom Cao Lãnh;Thành phố Cao Lãnh
Trung tâm thương mại Vincom Biên Hòa;Đồng Nai
Siêu thị Co-opMart Biên Hoà;Đồng Nai
Cửa hàng đặc sản Đất Sen Hồng;Thành phố Cao Lãnh
Siêu thị Big C Đồng Nai;Đồng Nai
Chợ đêm Biên Hùng;Đồng Nai
Chợ Biên Hòa;Đồng Nai
Vườn cây trái Hai Kiệt;Huyện Lai Vung
Chợ đêm Cao Lãnh;Thành phố Cao Lãnh
Co.opmart Sa Đéc;Thành phố Sa Đéc
Siêu thị Co.op Mart Cao Lãnh;Thành phố Cao Lãnh
Chợ Cao Lãnh;Thành phố Cao Lãnh
Trung tâm thương mại Vincom Phủ Lý;Hà Nam
Trung tâm thương mại Micom Plaza;Hà Nam
Siêu thị Lan Chi Đồng Văn;Hà Nam
Siêu Thị Xanh;Hà Nam
Siêu thị K-Market;Hà Nam
Chợ Hoàng Su Phì;Hà Giang
Chợ Tình Khâu Vai;Hà Giang
Trung tâm thương mại HT;Hà Giang
Chợ trung tâm thị trấn Mèo Vạc;Hà Giang
Chợ phiên Phố Cáo;Hà Giang
Chợ Quản Bạ;Hà Giang
Chợ Minh Khai;Hà Giang
Chợ phiên Đồng Văn;Hà Giang
Chợ Cốc Pài;Hà Giang
Chợ Bắc Quang Hà Giang;Hà Giang
Siêu thị Phố Núi;Thành phố Pleiku
Trung tâm thương mại Pearl Plaza;Thành phố Hồ Chí Minh
Trung tâm thương mại Lotte Mart Nam Sài Gòn;Thành phố Hồ Chí Minh
Trung tâm thương mại Lotte Mart Phú Thọ;Thành phố Hồ Chí Minh
Trung tâm thương mại Lotte Mart Gò Vấp;Thành phố Hồ Chí Minh
Bánh đậu xanh Minh Ngọc;Hải Dương
Cửa hàng Bánh Đậu Xanh Nguyên Hương;Hải Dương
Làng Thêu Ren Thanh Hà;Hà Nam
Làng nghề mây tre đan Ngọc Động;Hà Nam
Làng Nghề Dệt Lụa Tơ Tằm Nha Xá;Hà Nam
Chợ Bầu;Hà Nam
Cá Kho Làng Vũ Đại;Hà Nam
Trung tâm thương mại Vincom+ Hải Dương;Hải Dương
Điểm dừng chân Minh Anh 77;Hải Dương
Siêu thị Co.opMart Vị Thanh;Hậu Giang
Chợ Ngã Bảy (chợ nổi Phụng Hiệp);Hậu Giang
Siêu thị Co.opmart Ngã Bảy;Hậu Giang
Trung tâm thương mại Vincom Hậu Giang;Hậu Giang
Cửa hàng Sách – Thiết bị trường học Hà Tĩnh;Hà Tĩnh
Siêu thị Co-opMart Hà Tĩnh;Hà Tĩnh
Trung tâm đặc sản Hà Tĩnh CED CENTRAL;Hà Tĩnh
Trung tâm thương mại Vincom Hà Tĩnh;Hà Tĩnh
Trang trại bưởi Phúc Trạch;Hà Tĩnh
Chợ thành phố Hà Tĩnh;Hà Tĩnh
Cửa hàng bánh cu đơ Ông Bà Thư Viện;Hà Tĩnh
Trung tâm thương mại Như Quỳnh Center;Hưng Yên
Siêu thị Aeon Citimart Ecopark;Hưng Yên
Trung tâm thương mại Vincom Kiên Giang;An Giang
Cửa hàng thời trang CANIFA Hòa Bình;Hoà Bình
Chợ Phương Lâm;Hoà Bình
Cửa hàng Hoa Ban Plus;Hoà Bình
Trung tâm thương mại Vincom Plaza Hòa Bình;Hoà Bình
Làng nghề hương xạ Cao Thôn;Hưng Yên
Cửa hàng Hương Sen Food;Hưng Yên
Chợ Phố Hiến;Hưng Yên
Chợ Như Quỳnh;Hưng Yên
Chợ Mễ Sở;Hưng Yên
Chợ Gạo;Hưng Yên
Chợ cuối tuần Eco Sunday Hưng Yên;Hưng Yên
Siêu Thị BRG Mart Phố Nối;Hưng Yên
Cửa hàng A Little Corner - Craft Shop;An Giang
Cửa hàng ngọc trai Long Beach Pearl;An Giang
Chợ đêm Hà Tiên;An Giang
Showroom ngọc trai Ngọc Hiền;An Giang
Chợ đêm Phú Quốc;An Giang
Siêu thị Vinatex Kon Tum;Kon Tum
Chợ Dương Đông;An Giang
Chợ Hà Tiên;An Giang
Siêu thị Hương Long;Lai Châu
Cửa hàng Lai Châu Food;Lai Châu
Cửa hàng thời trang Genviet Lai Châu;Lai Châu
Chợ đêm San Thàng;Lai Châu
Cửa hàng bán sản phẩm chè sạch Tam Đường;Lai Châu
Chợ Cửa khẩu Tân Thanh;Lạng Sơn
Chợ Đông Kinh;Lạng Sơn
Siêu thị Co.opMart Hà Tiên;An Giang
Trung tâm Thương mại Rạch Giá;An Giang
Chợ Bắc Hà;Huyện Bắc Hà
Chợ Cán Cấu;Huyện Si Ma Cai
Chợ Cốc Lếu;Thành phố Lào Cai
Chợ Kỳ Lừa;Lạng Sơn
Trung tâm thương mại Vincom Tân An;Tây Ninh
Trung tâm thương mại Vincom Plaza Lạng Sơn;Lạng Sơn
Cửa hàng thời trang TOKYOLIFE Lạng Sơn;Lạng Sơn
Chợ Sa Pa;Thị xã Sa Pa
Siêu thị Mai Long;Thành phố Lào Cai
Cửa hàng thổ cẩm Lan Rừng Sapa;Thị xã Sa Pa
Cửa hàng Hue Silk Sapa;Thị xã Sa Pa
Chợ Cốc Ly;Thành phố Lào Cai
Cửa hàng thời trang CANIFA Lào Cai;Thành phố Lào Cai
Chợ Rồng;Nam Định
Cửa hàng Bánh gai Bà Thi;Nam Định
Cửa hàng Kẹo Sìu Châu Nguyên Hương;Nam Định
Chợ Viềng;Nam Định
Siêu thị Big C Nam Định;Nam Định
Cửa hàng thời trang CANIFA;Nam Định
Cửa hàng Nước mắm Lâm Bão;Nam Định
Chợ Rồng;Ninh Bình
Cửa hàng thời trang CANIFA;Ninh Bình
Siêu Big C Ninh Bình;Ninh Bình
Đặc sản Tam Phát - Ninh Bình;Ninh Bình
Cửa hàng San Hà Foodstore;Tây Ninh
Chợ đêm Tân An;Tây Ninh
Siêu thị Co.opMart Tân An;Tây Ninh
Trung Tâm mua sắm Chợ Sen;Nghệ An
Chợ bến cá Nghi Thủy;Nghệ An
Chợ đêm Cao Thắng;Nghệ An
Chợ hải sản Cửa lò;Nghệ An
Chợ Vinh;Nghệ An
Cửa hàng Quà tặng Thiên việt;Nghệ An
Siêu thị MMMega Market Vinh;Nghệ An
Siêu thị Intimex Nghệ An;Nghệ An
Siêu thị Big C Vinh;Nghệ An
Siêu thị Maximark;Nghệ An
Trung tâm thương mại Vincom Plaza Việt Trì;Phú Thọ
Siêu thị Phú Cường;Phú Thọ
Siêu thị Coopmart Việt Trì;Phú Thọ
Siêu thị Big C Việt Trì;Phú Thọ
Siêu thị Aloha Mall Nông Trang;Phú Thọ
Chợ Xốm;Phú Thọ
Chợ Trung Tâm Thành Phố Việt Trì;Phú Thọ
Siêu thị Thuận Thanh;Phú Yên
Cửa hàng Thực phẩm sạch Đông Dương;Quảng Trị
Siêu thị đặc sản 24h;Quảng Trị
Siêu thị đặc sản Miền Trung – Xứ Quảng;Quảng Trị
Siêu Thị Co.opmart Quảng Bình;Quảng Trị
Siêu Thị Mini V'mart Phú Yên;Phú Yên
Cửa hàng đặc sản NAH Store;Phú Yên
Cửa hàng đặc sản Phú Yên Tư Dương;Phú Yên
Cửa hàng Chư Yang Sin - Quà Tây Nguyên;Phú Yên
Chợ đêm Tuy Hòa;Phú Yên
Làng nghề sản xuất tương truyền thống Dục Mỹ;Phú Thọ
Điểm trưng bày, giới thiệu và bán sản phẩm OCOP Phú Thọ;Phú Thọ
Cơ sở sản xuất thịt chua Điệp Đào;Phú Thọ
Cơ sở sản xuất Đèn trang trí Ngọc Hòa;Quảng Nam
Tiệm may B’lan Silk;Quảng Nam
Xưởng mỹ nghệ Hội An;Quảng Nam
Chợ đêm Hội An;Quảng Nam
Chợ Hội An;Quảng Nam
Reaching Out Arts & Crafts Shop;Quảng Nam
Cửa hàng Âu Lạc Wood Art;Quảng Nam
March Gallery;Quảng Nam
Chợ Đồng Hới;Quảng Trị
Siêu thị Hiếu Hằng;Quảng Trị
Cửa hàng lụa Á Đông;Quảng Nam
Trung tâm thương mại Tuấn Việt;Quảng Trị
Trung tâm thương mại Vincom Đồng Hới;Quảng Trị
Đặc Sản Và Quà Lưu Niệm Quảng Bình RoseCity;Quảng Trị
Siêu thị Big C Go Quảng Ngãi;Quảng Ngãi
Trung tâm thương mại Vincom Quảng Ngãi;Quảng Ngãi
Đặc sản Lý Sơn Dori;Quảng Ngãi
Cửa hàng đặc sản Foori;Quảng Ngãi
Cửa hàng đặc sản Zon's Quảng Ngãi;Quảng Ngãi
Trung tâm thương mại Ông Bố;Quảng Ngãi
Siêu thị CoopMart Quảng Ngãi;Quảng Ngãi
Chợ Quảng Trị;Thị xã Quảng Trị
Chợ phiên Cam Lộ;Huyện Cam Lộ
Trung tâm thương mại Lao Bảo;Huyện Hướng Hóa
Khu phức hợp Zone 76 Complex;Quảng Ngãi
Siêu thị Quảng Ngãi;Quảng Ngãi
Chợ Quảng Ngãi;Quảng Ngãi
Siêu thị MiniGood Quảng Trị;Thành phố Đông Hà
Cơ sở bánh tráng muối Như Bình;tỉnh Tây Ninh
Hiệu buôn Nhung Tây Ninh;Thành phố Tây Ninh
Vườn nho Tây Ninh;Huyện Dương Minh Châu
Cửa hàng thời trang CANIFA;Sơn La
Chợ Sơn La;Sơn La
Chợ Thuận Châu;Sơn La
Trung tâm thương mại Vincom Plaza Sơn La;Sơn La
Cửa hàng Mộc Châu Food;Sơn La
Trung tâm thương mại Vincom Plaza Sóc Trăng;Sóc Trăng
Siêu thị Co.op Mart Sóc Trăng;Sóc Trăng
Siêu Thị Ánh Quang Plaza;Sóc Trăng
Điểm dừng chân Tân Huê Viên;Sóc Trăng
Cửa hàng IVY moda Sóc Trăng;Sóc Trăng
Cửa hàng bánh kẹo Nguyên Phát;Sóc Trăng
Chợ Trung Tâm Thành Phố Sóc Trăng;Sóc Trăng
Chợ Nổi Ngã Năm;Sóc Trăng
Chợ đêm Hồ Nước Ngọt;Sóc Trăng
Chợ Bông Sen;Sóc Trăng
Siêu Thị Co.opmart Đông Hà;Thành phố Đông Hà
Chợ Đông Hà;Thành phố Đông Hà
Chợ Cai Lậy;Đồng Tháp
Chợ Vàm Láng;Đồng Tháp
Siêu thị Big C mỹ tho;Đồng Tháp
Trung tâm mua sắm Gumac Tiền Giang;Đồng Tháp
Chợ nổi Cái Bè;Đồng Tháp
Siêu thị Co.op Mart Mỹ Tho;Đồng Tháp
Chợ Mỹ Tho;Đồng Tháp
Cửa hàng yến sào Yến Loan;Thành phố Tây Ninh
Trung tâm thương mại Vincom Plaza Tuyên Quang;Tuyên Quang
Chợ Long Hải;Huyện Hòa Thành
Siêu thị Intimex Tây Ninh;Thành phố Tây Ninh
Trung tâm thương mại Vincom Tây Ninh;Thành phố Tây Ninh
Trung tâm thương mại Long Hoa;Huyện Hòa Thành
TTC Plaza Tây Ninh;Thành phố Tây Ninh
Siêu thị Co.opMart Châu Thành;Huyện Châu Thành
Cơ sở bánh Phồng Tôm Nhà Cổ;Đồng Tháp
Siêu thị Co.opmart Gò Công;Đồng Tháp
Siêu thị Happy Cai Lậy;Đồng Tháp
Vựa trái cây Kiều Linh;Đồng Tháp
Chợ Vĩnh Kim;Đồng Tháp
Cửa hàng thời trang Nhật Anh;Tuyên Quang
Cửa hàng thời trang YODY;Tuyên Quang
Siêu thị số 5 Tuyên Quang;Tuyên Quang
Cửa hàng Đặc sản Xứ Tuyên;Tuyên Quang
Chợ Trung Tâm Huyện Chiêm Hóa;Tuyên Quang
Chợ cây đa Tuân Lộ;Tuyên Quang
Siêu thị Tuyên Quang;Tuyên Quang
Chợ Tam cờ;Tuyên Quang
Chợ Giếng Tanh;Tuyên Quang
Trung tâm thương mại Vincom Plaza Thái Nguyên;Thái Nguyên
Trung tâm thương mại Vincom Plaza Lý Bôn - Thái Bình;Thái Bình
Trung tâm thương mại Victory Plaza;Thái Bình
Trung tâm giới thiệu thủy hải sản Thái Bình;Thái Bình
Siêu thị Hapro Mart Thái Bình;Thái Bình
Làng nghề chạm bạc Đồng Xâm;Thái Bình
Cửa hàng thời trang YODY Thái Bình;Thái Bình
Cửa hàng thời trang Seven.AM Thái Bình;Thái Bình
Cửa hàng thời trang Canifa Mix Thái Bình;Thái Bình
Cơ sở Bánh Cáy Anh Tám;Thái Bình
Chợ Bo;Thái Bình
Trung tâm thương mại Hoàng Gia Plaza;Thái Nguyên
Siêu Thị TPS Mart;Thái Nguyên
Siêu thị Thành Đô Thái Nguyên;Thái Nguyên
Siêu thị Minh Cầu;Thái Nguyên
Siêu thị Lan Chi Mart Thái Nguyên;Thái Nguyên
Trung tâm thương mại Vincom Hùng Vương;Thành phố Cần Thơ
Chợ nổi Phong Điền;Thành phố Cần Thơ
Làng nghề bánh chưng Bờ Đậu;Thái Nguyên
